rule,n_nonmanip,w,a,b,perfect_info,manipulation,cand1,cand2,cand3,cand4,cand5,winner,total_utils_in_outcome,total_utils_in_true,total_utils_manipulator,total_utils_in_true_manipulator
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.859494379433857,1.859494379433857,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8166417831525816,1.8166417831525816,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.816816979788379,1.816816979788379,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8803839152406516,1.8803839152406516,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8865397052463333,1.8865397052463333,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8775171728765068,1.8775171728765068,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8215211529376176,1.8215211529376176,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8182820846387717,1.8182820846387717,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8154603225132186,1.8154603225132186,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8191850233845104,1.8191850233845104,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.820401751597227,1.820401751597227,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8185327111113891,1.8185327111113891,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8731958994417632,1.8731958994417632,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8197303094470636,1.8197303094470636,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.882092579362223,1.882092579362223,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8717518665074055,1.8717518665074055,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8865444448755726,1.8865444448755726,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8167840010342808,1.8167840010342808,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8736186580121221,1.8736186580121221,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.880764435088244,1.880764435088244,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.869562526704169,1.869562526704169,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8749350726891203,1.8749350726891203,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8703023224596467,1.8703023224596467,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.817123828714439,1.817123828714439,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8618072228138889,1.8618072228138889,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8600328520093816,1.8600328520093816,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.886080831006971,1.886080831006971,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8915629129251617,1.8915629129251617,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.821625382842171,1.821625382842171,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8908606654049944,1.8908606654049944,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8826296521645594,1.8826296521645594,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8577779968580803,1.8577779968580803,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8167942358205877,1.8167942358205877,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8213796120376853,1.8213796120376853,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.819678348936729,1.819678348936729,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8647413383815046,1.8647413383815046,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8774944710484167,1.8774944710484167,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8896981367252559,1.8896981367252559,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8166028386462543,1.8166028386462543,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8179611980620254,1.8179611980620254,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8196932835296598,1.8196932835296598,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8578534758606338,1.8578534758606338,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8811357935035473,1.8811357935035473,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8192786488899868,1.8192786488899868,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8804521086953132,1.8804521086953132,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8711870013556688,1.8711870013556688,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8915554651801094,1.8915554651801094,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8183386132876675,1.8183386132876675,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8711663949183448,1.8711663949183448,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.889686273551328,1.889686273551328,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8625838869738518,1.8625838869738518,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8725920077943599,1.8725920077943599,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8204712404589634,1.8204712404589634,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.817204104303562,1.817204104303562,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8824984038164452,1.8824984038164452,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8697931218143058,1.8697931218143058,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8801044172643029,1.8801044172643029,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8169823723173946,1.8169823723173946,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8149273854992432,1.8149273854992432,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8170294026348097,1.8170294026348097,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.865836177143706,1.865836177143706,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.82038679058586,1.82038679058586,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.820767421503445,1.820767421503445,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8168424359869566,1.8168424359869566,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8833930136675963,1.8833930136675963,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8196427779346758,1.8196427779346758,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8881487231597598,1.8881487231597598,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8773559989963535,1.8773559989963535,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8582064349133682,1.8582064349133682,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8792167873140124,1.8792167873140124,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8189778650510622,1.8189778650510622,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8183526405243873,1.8183526405243873,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8615697618474405,1.8615697618474405,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8167840715787669,1.8167840715787669,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.817524269518048,1.817524269518048,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8186907606760205,1.8186907606760205,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8591536668786255,1.8591536668786255,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.874183609414678,1.874183609414678,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8187460874095605,1.8187460874095605,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8857022750582795,1.8857022750582795,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8200926834063393,1.8200926834063393,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8735353141437245,1.8735353141437245,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8153120255263895,1.8153120255263895,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.863885357306765,1.863885357306765,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8821822257708856,1.8821822257708856,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8200444544786338,1.8200444544786338,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.818855099262378,1.818855099262378,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.816417068723033,1.816417068723033,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8200411873519586,1.8200411873519586,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8167481833287078,1.8167481833287078,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8750867795944368,1.8750867795944368,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.873704873537168,1.873704873537168,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.816871268528994,1.816871268528994,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8153666501543946,1.8153666501543946,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8660222790135401,1.8660222790135401,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.86133910512396,1.86133910512396,0.944,0.944
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8192877015410183,1.8192877015410183,0.902,0.902
borda,1,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,1.8181793070981422,1.8181793070981422,0.902,0.902
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8936892900779507,1.8936892900779507,0.944,0.944
borda,1,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,1.8760244166359532,1.8760244166359532,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7708726027394768,2.7708726027394768,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.765937614228737,2.765937614228737,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8086407921655496,2.8086407921655496,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.7368733468992925,2.7368733468992925,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8380852738487796,2.8380852738487796,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.757721620878115,2.757721620878115,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8288188268645533,2.8288188268645533,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.775370357058905,2.775370357058905,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.827253350225379,2.827253350225379,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.801243017033184,2.801243017033184,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.783122625366476,2.783122625366476,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7725374267230602,2.7725374267230602,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8244809115952356,2.8244809115952356,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7949736199881268,2.7949736199881268,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.785026795474667,2.785026795474667,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.819135271606272,2.819135271606272,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7757406680846892,2.7757406680846892,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7642612334023453,2.7642612334023453,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.79090649910981,2.79090649910981,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.733820526373001,2.733820526373001,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7653090650118726,2.7653090650118726,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7579835801731267,2.7579835801731267,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7576426437688166,2.7576426437688166,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.793355470525729,2.793355470525729,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7850705380083043,2.7850705380083043,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8084377276286423,2.8084377276286423,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.763611983229818,2.763611983229818,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7621756223329594,2.7621756223329594,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7831623969989603,2.7831623969989603,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.733178938878744,2.733178938878744,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7937154436260725,2.7937154436260725,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7784743101275056,2.7784743101275056,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.766659061917393,2.766659061917393,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7895297221832287,2.7895297221832287,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.821429569997698,2.821429569997698,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.783093869909849,2.783093869909849,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.815230691614695,2.815230691614695,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.73274826136528,2.73274826136528,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.780285785836453,2.780285785836453,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7914416515552625,2.7914416515552625,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7647424440830566,2.7647424440830566,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.779319678729984,2.779319678729984,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.759633640457212,2.759633640457212,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.7319122000454503,2.7319122000454503,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.819446505131025,2.819446505131025,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.773451500103551,2.773451500103551,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7650893487885724,2.7650893487885724,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.733105790546377,2.733105790546377,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.798685485253274,2.798685485253274,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7643965368525345,2.7643965368525345,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.801240529460642,2.801240529460642,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.824555479795352,2.824555479795352,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7961515725003454,2.7961515725003454,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7827849179127275,2.7827849179127275,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.72978199695826,2.72978199695826,0.902,0.902
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.736780116331745,2.736780116331745,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.84114494791363,2.84114494791363,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.799082542135552,2.799082542135552,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8112829023329224,2.8112829023329224,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8255873336938153,2.8255873336938153,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.777253096726638,2.777253096726638,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.800855396661568,2.800855396661568,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7606408764071046,2.7606408764071046,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8139617932123087,2.8139617932123087,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7878517882316034,2.7878517882316034,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7803368820751997,2.7803368820751997,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7827429265061294,2.7827429265061294,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.801882612884714,2.801882612884714,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7866596740412826,2.7866596740412826,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.805194174941065,2.805194174941065,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.795654370739216,2.795654370739216,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7598618895485445,2.7598618895485445,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7833990910843,2.7833990910843,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.765703615700066,2.765703615700066,0.944,0.944
borda,2,0.1,1,1,True,True,Captain America,Divergent,Muppets,Noah,Grand Budapest,Grand Budapest,2.7322176007422017,2.7322176007422017,0.902,0.902
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.8142100485424173,2.8142100485424173,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.80789037512879,2.80789037512879,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7952426061763465,2.7952426061763465,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.80063961412023,2.80063961412023,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.781436021594609,2.781436021594609,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7791486453927283,2.7791486453927283,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.7717269239484814,2.7717269239484814,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.769597994094091,2.769597994094091,0.944,0.944
borda,2,0.1,1,1,True,False,Captain America,Grand Budapest,Divergent,Muppets,Noah,Captain America,2.756415501508103,2.756415501508103,0.944,0.944
