rule,n_nonmanip,w,a,b,perfect_info,manipulation,cand1,cand2,cand3,cand4,cand5,winner,total_utils_in_outcome,total_utils_in_true,total_utils_manipulator,total_utils_in_true_manipulator
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.609114859311824,4.609114859311824,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.575874019063885,4.575874019063885,0.91,0.91
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.620280760278982,4.620280760278982,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.554486540613885,4.554486540613885,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.623973062552965,4.623973062552965,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.652252877814474,4.652252877814474,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.616639003956207,4.616639003956207,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.56140847369285,4.56140847369285,0.91,0.91
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.62688616515929,4.62688616515929,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.642294051060369,4.642294051060369,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.6102887659936345,4.6102887659936345,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.597028948189858,4.597028948189858,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.560802051899239,4.560802051899239,0.91,0.91
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.645982753684114,4.645982753684114,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.650488584299991,4.650488584299991,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.56596811084463,4.56596811084463,0.91,0.91
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.617442148175795,4.617442148175795,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.612839056608106,4.612839056608106,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.605352254626389,4.605352254626389,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.62750750072029,4.62750750072029,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.632225520836913,4.632225520836913,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.632435365209885,4.632435365209885,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.56260754517261,4.56260754517261,0.91,0.91
borda,4,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,4.608492244657617,4.608492244657617,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.565636131421583,5.565636131421583,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.466834225092632,5.466834225092632,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.504662618790449,5.504662618790449,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.516119995581785,5.516119995581785,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.541049112318183,5.541049112318183,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.478449599957287,5.478449599957287,0.9199999999999999,0.9199999999999999
borda,4,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,4.5641495503467215,4.5641495503467215,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.516703341324543,5.516703341324543,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.476429474244128,5.476429474244128,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.550598659501475,5.550598659501475,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.4729493594216825,5.4729493594216825,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.493000774938066,5.493000774938066,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.469342190256228,5.469342190256228,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5656696194305635,5.5656696194305635,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.544061121536159,5.544061121536159,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.516716675802023,5.516716675802023,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.511650056740534,5.511650056740534,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.595699356352848,5.595699356352848,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.545577611721242,5.545577611721242,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.485577510714156,5.485577510714156,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.554277934467208,5.554277934467208,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.559673126051495,5.559673126051495,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.478880469758,5.478880469758,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.46776411391255,5.46776411391255,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.476282359636711,5.476282359636711,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.485087207365682,5.485087207365682,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5665235067495065,5.5665235067495065,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5263854468340625,5.5263854468340625,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.569036057230071,5.569036057230071,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.559575107410807,5.559575107410807,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.569370896591784,5.569370896591784,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.48441826453844,5.48441826453844,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.521194386669212,5.521194386669212,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.497178390144045,5.497178390144045,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.517288547450748,5.517288547450748,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.467975298795392,5.467975298795392,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.600831234884912,5.600831234884912,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5396624265867755,5.5396624265867755,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.53015313917669,5.53015313917669,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.545359578182672,5.545359578182672,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.596721524326142,5.596721524326142,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.525365960720597,5.525365960720597,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.520027200703847,5.520027200703847,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.503307082780669,5.503307082780669,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.50648565007633,5.50648565007633,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.589688081908841,5.589688081908841,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.473544851893443,5.473544851893443,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.627452317170407,5.627452317170407,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.472816067769143,5.472816067769143,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.476307337078643,5.476307337078643,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.47497989991257,5.47497989991257,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.46881104902003,5.46881104902003,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.464410954157177,5.464410954157177,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.568082773953956,5.568082773953956,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.597345089168968,5.597345089168968,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.576600066558797,5.576600066558797,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.476072595985196,5.476072595985196,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.535100869307885,5.535100869307885,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.578148185851397,5.578148185851397,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.544629916626199,5.544629916626199,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.47810074945326,5.47810074945326,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.477601993633541,5.477601993633541,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.562818503479797,5.562818503479797,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.480620327197393,5.480620327197393,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.570488913844589,5.570488913844589,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Captain America,Muppets,Divergent,Grand Budapest,Grand Budapest,5.488956425021286,5.488956425021286,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.473365236521294,5.473365236521294,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.486142155271864,5.486142155271864,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.536298775853823,5.536298775853823,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5068851236449445,5.5068851236449445,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.520257392927929,5.520257392927929,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.475631780209125,5.475631780209125,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.4731958703440915,5.4731958703440915,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.497034134946482,5.497034134946482,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.542320368644542,5.542320368644542,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.554002529338442,5.554002529338442,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.575551936788319,5.575551936788319,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5460348827209165,5.5460348827209165,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.51049957121076,5.51049957121076,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.519050480414084,5.519050480414084,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.473294262396032,5.473294262396032,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.575439719006313,5.575439719006313,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.499007730970776,5.499007730970776,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.467924788389564,5.467924788389564,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.489219358482116,5.489219358482116,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.557389670779148,5.557389670779148,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.546405863685252,5.546405863685252,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.58294519684036,5.58294519684036,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.467160894652958,5.467160894652958,0.91,0.91
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.4814704653232305,5.4814704653232305,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.551916949355653,5.551916949355653,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.489355347139311,5.489355347139311,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.554888299559203,5.554888299559203,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.475597342886795,5.475597342886795,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.514799730762008,5.514799730762008,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.471257198108748,5.471257198108748,0.91,0.91
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.4596780049344815,5.4596780049344815,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.564446965651229,5.564446965651229,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.5310521757868685,5.5310521757868685,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,5.500851736290778,5.500851736290778,0.9199999999999999,0.9199999999999999
borda,5,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,5.474375028504299,5.474375028504299,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.445903798854602,6.445903798854602,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.464722331866395,6.464722331866395,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.416298228795011,6.416298228795011,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.46287447210279,6.46287447210279,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.476896510282421,6.476896510282421,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.391014992452623,6.391014992452623,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,6.38333490002988,6.38333490002988,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.426000740536308,6.426000740536308,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.473253753452892,6.473253753452892,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.435457108806222,6.435457108806222,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,6.3874772338797925,6.3874772338797925,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.474487128304862,6.474487128304862,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Captain America,Muppets,Divergent,Grand Budapest,Grand Budapest,6.401265938622799,6.401265938622799,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.467992836226326,6.467992836226326,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.482064255699894,6.482064255699894,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.440497487840506,6.440497487840506,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.43051780236915,6.43051780236915,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.464144659883753,6.464144659883753,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,6.39294209888253,6.39294209888253,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.5757973947220405,6.5757973947220405,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.428620105155123,6.428620105155123,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.46015581295761,6.46015581295761,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.394115472449257,6.394115472449257,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.453878018272144,6.453878018272144,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Captain America,Muppets,Divergent,Grand Budapest,Grand Budapest,6.399585016758935,6.399585016758935,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.4086242259992865,6.4086242259992865,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.454346124430057,6.454346124430057,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,6.390049121984662,6.390049121984662,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.409534262170595,6.409534262170595,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.505416049602745,6.505416049602745,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.419523747747254,6.419523747747254,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.413827994773558,6.413827994773558,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.423875481770878,6.423875481770878,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.410239094329222,6.410239094329222,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.460531120773403,6.460531120773403,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.383594493140296,6.383594493140296,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,True,Captain America,Muppets,Noah,Divergent,Grand Budapest,Grand Budapest,6.392907777505602,6.392907777505602,0.91,0.91
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.513201789233824,6.513201789233824,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.404882449125064,6.404882449125064,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.407953478836934,6.407953478836934,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.4278533391745425,6.4278533391745425,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.468195792842272,6.468195792842272,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.448217514094014,6.448217514094014,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.501821129374564,6.501821129374564,0.9199999999999999,0.9199999999999999
borda,6,0.5,1,1,True,False,Captain America,Grand Budapest,Muppets,Noah,Divergent,Captain America,6.444572994712871,6.444572994712871,0.9199999999999999,0.9199999999999999
